timestamp,city,latitude,longitude,season,temperature_c,humidity_pct,wind_speed_kmh,pm25,pm10,no2_ppb,o3_ppb,aqi,air_quality_category,station_id
2020-01-15 12:00:00,Delhi,28.553180665102605,77.14887723383767,Winter,26.8,41.7,19.9,20.49,49.11,,22.3,37,Unhealthy,STN-219
2020-01-15 18:00:00,New York,40.62831742543216,-73.98962243462823,Winter,20.1,47.4,14.0,20.13,37.87,6.1,28.0,322,Moderate,STN-701
2020-01-16 00:00:00,Paris,48.939936057751126,2.4173371289247934,Winter,-17.0,45.2,19.3,13.38,109.49,50.0,29.3,51,Good,STN-484
2020-01-16 06:00:00,New York,40.679226029845786,-74.0059215525209,Winter,41.5,31.8,12.6,5.54,30.69,,5.3,209,Hazardous,STN-679
2020-01-16 12:00:00,Delhi,28.67489122461717,77.15163784753221,Winter,8.3,56.1,22.7,46.31,66.02,41.1,80.3,338,Unhealthy,STN-837
2020-01-16 18:00:00,São Paulo,-23.539877575481842,-46.668405199578615,Winter,21.2,68.4,16.6,58.74,96.69,22.0,31.5,91,Good,STN-759
2020-01-17 00:00:00,Sydney,-33.82165735401607,151.14554941725723,Winter,11.8,58.5,9.7,22.73,34.18,4.7,55.9,10,Unhealthy,STN-315
2020-01-17 06:00:00,São Paulo,-23.605919212776953,-46.62734059867237,Winter,14.5,75.2,15.6,,10.72,19.1,14.9,332,Unhealthy for Sensitive,STN-337
2020-01-17 12:00:00,Delhi,28.568092687791644,77.25736787301805,Winter,1.6,36.5,33.3,203.51,32.29,22.7,12.6,150,Hazardous,STN-102
2020-01-17 18:00:00,London,51.53741961646325,-0.19516874723815103,Winter,17.6,63.9,15.5,22.58,45.99,11.7,63.7,164,Hazardous,STN-866
2020-01-18 00:00:00,New York,40.73117225913036,-74.00726306634238,Winter,10.6,79.8,6.3,22.08,61.97,53.0,41.9,237,Moderate,STN-415
2020-01-18 06:00:00,London,51.55552359915418,-0.07214969904645374,Winter,-10.4,77.8,6.9,7.43,77.68,9.6,23.9,203,Good,STN-768
2020-01-18 12:00:00,London,51.55145478164941,-0.16665817869476826,Winter,0.5,47.3,10.5,45.13,353.68,3.0,3.3,27,Unhealthy for Sensitive,STN-910
2020-01-18 18:00:00,Sydney,-33.865538809124935,151.2697199227215,Winter,13.0,59.4,39.7,46.4,36.76,15.4,57.3,138,Hazardous,STN-944
2020-01-19 00:00:00,Cairo,30.01002680919184,31.204763668055712,Winter,29.8,71.6,3.1,19.69,16.64,36.0,38.7,82,Moderate,STN-612
2020-01-19 06:00:00,New York,40.66465422300486,-73.9262810620001,Winter,7.6,58.0,28.0,13.51,182.95,45.5,76.9,56,Unhealthy for Sensitive,STN-184
2020-01-19 12:00:00,Beijing,39.97549430659727,116.35340834991271,Winter,27.1,27.7,23.8,34.01,71.14,21.4,38.6,215,Good,STN-203
2020-01-19 18:00:00,São Paulo,-23.517197664916903,-46.65037731535929,Winter,-5.1,72.5,13.5,28.18,34.03,35.0,67.8,130,Good,STN-817
2020-01-20 00:00:00,São Paulo,-23.496344900712888,-46.57764638225002,Winter,44.5,78.6,15.1,17.42,11.87,34.5,48.5,273,Unhealthy for Sensitive,STN-139
2020-01-20 06:00:00,New York,40.667100726695296,-73.99419916244122,Winter,19.2,64.7,6.8,10.19,106.35,14.8,75.0,292,Moderate,STN-445
2020-01-20 12:00:00,Paris,48.815194556916346,2.368445330038138,Winter,3.1,37.0,24.3,38.87,47.49,14.5,32.6,45,Hazardous,STN-958
2020-01-20 18:00:00,Sydney,-33.85859503120364,151.2177522033237,Winter,23.5,,25.4,13.87,13.49,30.8,43.3,321,Good,STN-312
2020-01-21 00:00:00,New York,40.73966072845523,-73.99595415884605,Winter,21.4,48.2,1.2,51.8,36.29,26.7,13.3,298,Moderate,STN-191
2020-01-21 06:00:00,Beijing,39.92034542273754,116.45973074028261,Winter,6.8,,15.5,,69.01,24.3,47.3,13,Unhealthy for Sensitive,STN-105
2020-01-21 12:00:00,Paris,48.842556880813724,2.315011697900834,Winter,51.2,49.1,3.9,41.24,47.58,17.2,22.2,273,Moderate,STN-776
2020-01-21 18:00:00,Lagos,6.441381904302668,3.4222423905772454,Winter,38.3,68.8,21.6,13.95,117.78,8.2,45.9,179,Moderate,STN-127
2020-01-22 00:00:00,Tokyo,35.66876350081747,139.6560358047345,Winter,5.6,94.3,20.5,8.92,23.71,38.2,68.8,77,Unhealthy for Sensitive,STN-213
2020-01-22 06:00:00,Cairo,30.04138482348566,31.187294057813993,Winter,19.3,56.8,22.5,45.71,51.0,39.9,41.7,185,Hazardous,STN-422
2020-01-22 12:00:00,London,51.5322623450531,-0.17975061081547175,Winter,31.6,71.3,15.0,89.94,11.06,16.3,52.9,136,Unhealthy for Sensitive,STN-362
2020-01-22 18:00:00,Cairo,30.05728512369366,31.244443422817294,Winter,26.2,67.4,16.9,50.71,66.61,30.1,65.2,237,Unhealthy for Sensitive,STN-456
2020-01-23 00:00:00,New York,40.79291177219466,-73.94664014605318,Winter,41.7,77.7,15.7,11.61,118.73,25.4,31.5,72,Moderate,STN-439
2020-01-23 06:00:00,Lagos,6.527753623226456,3.3842815402404107,Winter,50.1,69.7,11.6,53.9,170.94,,23.3,100,Unhealthy,STN-540
2020-01-23 12:00:00,Tokyo,35.57459634461846,139.71438832602726,Winter,29.4,53.0,10.1,18.29,49.99,44.6,32.5,349,Good,STN-254
2020-01-23 18:00:00,Tokyo,35.65272823822537,139.64848061021658,Winter,11.2,44.2,7.4,75.03,50.92,38.2,23.6,95,Hazardous,STN-348
2020-01-24 00:00:00,Sydney,-33.89745992404213,151.20587657706142,Winter,18.2,51.5,9.6,21.54,28.6,40.6,52.5,157,Good,STN-698
2020-01-24 06:00:00,Tokyo,35.71030701493881,139.64150082832674,Winter,14.5,43.8,17.0,34.25,104.06,41.7,51.0,93,Unhealthy for Sensitive,STN-364
2020-01-24 12:00:00,Sydney,-33.82969404641823,151.18536053729932,Winter,28.8,68.0,5.2,18.16,28.76,46.1,5.1,326,Moderate,STN-650
2020-01-24 18:00:00,Cairo,30.0264372910084,31.210135789769225,Winter,39.1,86.0,12.5,12.27,17.88,35.8,50.3,278,Unhealthy for Sensitive,STN-632
2020-01-25 00:00:00,Delhi,28.69375228281141,77.18863462353227,Winter,14.3,71.4,10.6,26.67,32.53,4.8,27.7,44,Moderate,STN-532
2020-01-25 06:00:00,Sydney,-33.84384736322414,151.2434166041965,Winter,-1.4,36.6,11.1,,30.78,,45.1,157,Good,STN-536
2020-01-25 12:00:00,Paris,48.7994862887968,2.370496284934494,Winter,31.7,61.7,31.0,12.51,56.91,34.5,19.4,149,Moderate,STN-537
2020-01-25 18:00:00,Paris,48.826279613422024,2.3584826514651827,Winter,15.9,100.0,17.7,22.09,89.37,33.5,42.3,176,Moderate,STN-258
2020-01-26 00:00:00,São Paulo,-23.515853248277995,-46.525704461460315,Winter,5.9,54.3,18.8,17.85,175.93,31.1,62.4,339,Unhealthy for Sensitive,STN-425
2020-01-26 06:00:00,São Paulo,-23.58524785292951,-46.65150394059105,Winter,23.6,60.6,28.7,8.58,20.27,23.8,56.3,346,Unhealthy,STN-663
2020-01-26 12:00:00,Beijing,39.91425565123538,116.40828420760567,Winter,32.1,71.3,14.2,16.95,147.41,41.9,54.7,154,Unhealthy for Sensitive,STN-508
2020-01-26 18:00:00,Tokyo,35.72374537276978,139.6395332995038,Winter,21.9,65.2,20.1,11.47,100.17,9.4,38.6,231,Moderate,STN-877
2020-01-27 00:00:00,London,51.512739985359026,-0.1314249318607758,Winter,12.1,93.3,12.2,142.13,73.49,11.3,77.9,288,Moderate,STN-566
2020-01-27 06:00:00,Tokyo,35.71577021903116,139.5903729475081,Winter,54.0,34.8,19.9,7.33,20.03,27.4,28.6,217,Unhealthy for Sensitive,STN-455
2020-01-27 12:00:00,Lagos,6.51160201523679,3.3625310932500905,Winter,15.9,72.2,23.2,,103.85,20.5,70.4,197,Unhealthy,STN-629
2020-01-27 18:00:00,London,51.46124962285382,-0.04956622270111509,Winter,11.6,44.6,11.2,144.89,32.67,32.7,51.6,162,Good,STN-909
2020-01-28 00:00:00,Paris,48.87422502681441,2.3762101165183083,Winter,16.9,55.8,23.2,9.16,16.97,6.7,4.2,213,Good,STN-757
2020-01-28 06:00:00,Delhi,28.56525577986782,77.26930453101386,Winter,14.8,71.9,9.4,37.75,29.87,20.8,64.0,251,Hazardous,STN-775
2020-01-28 12:00:00,Tokyo,35.69468188924883,139.72412836075225,Winter,10.6,26.0,9.1,8.33,71.18,52.3,67.8,91,Good,STN-784
2020-01-28 18:00:00,Delhi,28.64903199501216,77.20388265392596,Winter,22.6,96.0,31.7,6.09,29.44,26.8,2.4,237,Moderate,STN-492
2020-01-29 00:00:00,Sydney,-33.88983021485633,151.21432481184587,Winter,15.4,62.6,3.7,14.62,25.24,13.2,16.3,152,Good,STN-619
2020-01-29 06:00:00,Delhi,28.612479204837825,77.34133922634678,Winter,23.3,70.8,9.9,74.2,58.81,47.2,21.6,159,Good,STN-524
2020-01-29 12:00:00,Tokyo,35.68291166700697,139.70423923929704,Winter,15.0,25.6,7.6,119.57,9.83,29.3,52.8,87,Unhealthy,STN-706
2020-01-29 18:00:00,São Paulo,-23.517990586686018,-46.65512214300012,Winter,29.8,61.0,21.3,59.19,24.46,15.8,12.6,158,Good,STN-520
2020-01-30 00:00:00,Lagos,6.65697181773856,3.3564555656770763,Winter,1.9,80.0,20.2,,120.99,20.9,65.6,228,Moderate,STN-513
2020-01-30 06:00:00,Tokyo,35.75011004772346,139.72073409097666,Winter,19.3,82.2,2.4,11.94,132.19,8.8,34.2,298,Unhealthy,STN-298
2020-01-30 12:00:00,Sydney,-33.890907176250565,151.1824972441962,Winter,18.0,60.1,7.3,36.49,60.32,3.1,68.3,327,Unhealthy for Sensitive,STN-596
2020-01-30 18:00:00,São Paulo,-23.520807208255874,-46.6536220065747,Winter,19.9,59.4,24.1,9.98,98.82,27.2,24.0,222,Unhealthy,STN-200
2020-01-31 00:00:00,Cairo,30.0299954747291,31.327260459276832,Winter,17.8,69.3,11.3,6.13,16.58,15.9,43.5,256,Unhealthy for Sensitive,STN-870
2020-01-31 06:00:00,Sydney,-33.8222551652843,151.2182806273281,Winter,17.4,70.4,6.2,75.22,75.96,24.4,60.9,22,Good,STN-351
2020-01-31 12:00:00,Paris,48.87035782815279,2.396959453049266,Winter,19.5,97.7,14.7,13.58,40.29,6.0,8.8,246,Good,STN-552
2020-01-31 18:00:00,São Paulo,-23.51038979422995,-46.67040723379908,Winter,16.0,56.2,24.7,24.67,18.3,21.5,17.6,22,Moderate,STN-570
2020-02-01 00:00:00,Tokyo,35.69497054123317,139.68125119440387,Winter,7.3,37.8,13.7,26.95,127.25,40.3,43.9,110,Moderate,STN-304
2020-02-01 06:00:00,Lagos,6.451879103051765,3.2876200880374595,Winter,4.6,86.7,17.1,,25.81,31.6,66.0,288,Good,STN-710
2020-02-01 12:00:00,Delhi,28.665618783162383,77.2767809441863,Winter,25.0,52.3,16.7,25.78,40.02,15.8,22.1,161,Good,STN-231
2020-02-01 18:00:00,Sydney,-33.95842665014204,151.2306615262899,Winter,7.8,88.8,12.2,62.31,39.17,41.9,45.1,308,Moderate,STN-652
2020-02-02 00:00:00,Sydney,-33.8250232008374,151.1907759260907,Winter,4.0,68.2,12.2,6.69,25.1,26.4,17.3,257,Moderate,STN-517
2020-02-02 06:00:00,Lagos,6.486466690679885,3.437410339783186,Winter,20.2,55.8,19.8,15.8,62.47,40.9,20.7,295,Moderate,STN-121
2020-02-02 12:00:00,New York,40.75715377412398,-73.93399143888253,Winter,8.8,45.6,8.3,22.52,22.31,29.2,72.0,196,Hazardous,STN-811
2020-02-02 18:00:00,Cairo,30.091058853233328,31.244151380687022,Winter,24.6,57.2,6.3,7.46,40.29,26.1,47.9,32,Unhealthy for Sensitive,STN-894
2020-02-03 00:00:00,Cairo,30.052498367497428,31.2712667387317,Winter,21.0,95.5,15.8,21.24,33.86,32.8,20.6,225,Moderate,STN-441
2020-02-03 06:00:00,São Paulo,-23.618645902788213,-46.6205151498885,Winter,0.9,,13.1,48.45,35.16,9.2,43.0,108,Unhealthy for Sensitive,STN-368
2020-02-03 12:00:00,Paris,48.90455524157939,2.3383314357441765,Winter,47.7,38.7,18.9,12.83,17.54,29.7,50.0,308,Unhealthy for Sensitive,STN-654
2020-02-03 18:00:00,Cairo,29.952101017493998,31.188745974209038,Winter,17.9,63.8,5.9,8.54,16.86,22.3,45.7,57,Good,STN-283
2020-02-04 00:00:00,Sydney,-33.925455079070325,151.1930526745761,Winter,23.0,97.9,26.8,58.24,56.4,0.1,42.6,134,Good,STN-828
2020-02-04 06:00:00,São Paulo,-23.546020177883523,-46.671211469621824,Winter,18.9,79.0,11.8,27.04,112.3,10.8,52.5,323,Moderate,STN-645
2020-02-04 12:00:00,Tokyo,35.678933988143065,139.6649922533576,Winter,10.4,56.3,14.1,36.82,36.4,29.6,15.5,59,Unhealthy,STN-312
2020-02-04 18:00:00,London,51.56750909651879,-0.11784971364500524,Winter,57.5,67.0,13.8,54.83,22.99,34.9,17.9,297,Unhealthy,STN-150
2020-02-05 00:00:00,Beijing,39.87589249170166,116.47459836506079,Winter,21.8,68.3,13.3,14.35,53.48,19.6,44.5,49,Good,STN-937
2020-02-05 06:00:00,Sydney,-33.870205981723764,151.19936183777688,Winter,-1.5,60.3,15.4,14.75,109.96,27.3,27.6,334,Unhealthy,STN-222
2020-02-05 12:00:00,New York,40.6979698854388,-74.0609693836654,Winter,31.1,29.6,26.3,7.18,44.45,32.0,65.7,225,Unhealthy,STN-445
2020-02-05 18:00:00,Beijing,39.94551304944811,116.45580161291907,Winter,23.8,32.8,4.9,15.74,22.05,42.4,41.8,270,Hazardous,STN-456
2020-02-06 00:00:00,Sydney,-33.93984041356897,151.24678020260828,Winter,6.2,100.0,9.6,17.5,30.86,20.7,40.1,57,Good,STN-403
2020-02-06 06:00:00,Cairo,30.066709563065366,31.209384787540053,Winter,19.1,42.3,19.6,31.94,35.93,42.7,37.3,305,Good,STN-344
2020-02-06 12:00:00,Delhi,28.616475480380643,77.18839243132707,Winter,1.7,63.1,10.7,,26.45,12.0,40.5,229,Moderate,STN-656
2020-02-06 18:00:00,Lagos,6.531150991768396,3.3524878253482266,Winter,28.5,56.4,21.8,67.79,242.31,42.0,47.4,280,Unhealthy,STN-731
2020-02-07 00:00:00,Paris,48.80543030229986,2.313010890633298,Winter,19.0,34.3,17.4,9.3,45.07,17.3,36.0,48,Good,STN-223
2020-02-07 06:00:00,São Paulo,-23.572355326517652,-46.66374406456239,Winter,30.9,79.0,14.7,16.68,28.07,4.0,34.1,296,Hazardous,STN-955
2020-02-07 12:00:00,Beijing,39.90251596442556,116.43108125455862,Winter,25.6,48.8,13.9,23.99,54.08,33.8,42.8,208,Moderate,STN-469
2020-02-07 18:00:00,London,51.540249748882054,-0.11100252988851728,Winter,4.0,37.3,3.9,18.6,67.15,36.8,30.0,195,Good,STN-717
2020-02-08 00:00:00,Beijing,39.94568414980988,116.4598372028047,Winter,14.2,84.3,25.9,17.57,57.03,4.0,32.4,296,Hazardous,STN-198
2020-02-08 06:00:00,Cairo,30.118234400746708,31.280351103349798,Winter,21.6,75.0,22.2,24.25,71.83,5.9,40.6,103,Unhealthy for Sensitive,STN-254
2020-02-08 12:00:00,Tokyo,35.552917501368285,139.62444439206007,Winter,17.2,32.7,11.9,15.38,38.34,25.5,40.7,308,Moderate,STN-531
2020-02-08 18:00:00,London,51.58700312076475,-0.08963015605785568,Winter,27.6,69.4,14.4,50.79,23.86,15.7,40.1,216,Moderate,STN-644
2020-02-09 00:00:00,São Paulo,-23.52150808105059,-46.64781589958997,Winter,6.7,41.6,27.2,25.54,19.47,42.2,55.2,130,Good,STN-227
2020-02-09 06:00:00,São Paulo,-23.604318157148068,-46.56930025035712,Winter,23.5,65.2,25.4,19.73,58.34,29.1,46.8,75,Good,STN-813
2020-02-09 12:00:00,Sydney,-33.87622190035307,151.28969841538975,Winter,6.4,52.7,19.8,50.53,103.93,16.2,11.5,210,Unhealthy,STN-147
2020-02-09 18:00:00,Delhi,28.6441873896947,77.17604072605809,Winter,15.8,69.0,12.6,39.56,94.95,25.8,23.2,240,Moderate,STN-827
2020-02-10 00:00:00,Beijing,40.04047560138679,116.47301313068974,Winter,37.4,71.9,2.3,8.42,61.99,41.3,19.1,263,Moderate,STN-779
2020-02-10 06:00:00,Beijing,39.93173112439716,116.30780975863046,Winter,-16.3,41.1,18.8,21.39,71.67,24.0,63.2,17,Good,STN-978
2020-02-10 12:00:00,São Paulo,-23.559041801547878,-46.63872277189201,Winter,9.5,61.0,34.1,7.39,31.19,24.2,19.8,255,Hazardous,STN-800
2020-02-10 18:00:00,Delhi,28.62809615566248,77.18311760455877,Winter,39.7,88.1,10.9,38.98,57.35,10.2,71.4,234,Good,STN-671
2020-02-11 00:00:00,Delhi,28.56665067649096,77.16833090881474,Winter,6.3,55.8,5.5,103.31,56.71,17.7,19.6,194,Good,STN-385
2020-02-11 06:00:00,Sydney,-33.81334165387619,151.26456386187556,Winter,34.9,63.3,13.4,8.57,90.03,20.4,74.7,146,Good,STN-600
2020-02-11 12:00:00,New York,40.813868920210226,-73.9635747737252,Winter,11.7,61.5,18.6,113.14,105.93,35.7,19.2,132,Hazardous,STN-565
2020-02-11 18:00:00,London,51.521802771785985,-0.017573985949580387,Winter,3.2,99.3,21.5,23.19,36.32,34.1,40.7,318,Moderate,STN-873
2020-02-12 00:00:00,Beijing,39.841634698393754,116.42509661898185,Winter,14.3,57.7,17.8,21.33,81.14,36.6,29.7,196,Good,STN-637
2020-02-12 06:00:00,Paris,48.83711928350948,2.3921512386529784,Winter,10.8,66.1,15.5,33.34,10.9,45.1,21.7,54,Moderate,STN-449
2020-02-12 12:00:00,Lagos,6.563747355189003,3.2693590309073737,Winter,13.7,83.2,23.8,34.54,140.43,5.5,35.8,197,Unhealthy,STN-983
2020-02-12 18:00:00,Cairo,29.985719124804028,31.241380609411614,Winter,30.1,91.8,4.5,35.66,24.94,33.8,23.5,312,Moderate,STN-444
2020-02-13 00:00:00,Delhi,28.64405187202468,77.15532163204298,Winter,19.9,67.7,14.4,10.34,26.41,60.6,65.9,87,Unhealthy,STN-328
2020-02-13 06:00:00,Paris,48.8108550697182,2.3587446704371122,Winter,28.7,64.3,4.6,31.31,22.25,27.4,33.3,34,Unhealthy for Sensitive,STN-323
